probe	chr	start	end	info	gene	IFAh2	IFAh2cis	IFAh2trans	IFBh2	IFBh2cis	IFBh2trans	rho	
10000624075	8	101800988	101801048	Contig8581_RC	PABPC1	0.239	-0.049	0.288	0.030	0.116	-0.086	0.183	
10000624152	8	1643987	1644047	NM_004745	DLGAP2	0.118	0.472	-0.354	0.131	0.173	-0.042	0.071	
10000624401	8	39706584	39706644	NM_014237	ADAM18	0.040	-0.003	0.043	0.029	-0.018	0.047	-0.074	
10000624423	8	28256544	28256604	NM_006228	PNOC	0.063	0.020	0.044	0.100	-0.051	0.151	-0.011	
10000624464	8	24268480	24268539	NM_014265	ADAM28	0.240	-0.109	0.348	0.554	0.150	0.404	0.130	
10000624526	8	71648275	71648335	NM_014294	TRAM1	0.185	-0.011	0.197	0.087	0.080	0.007	0.018	
10000624752	8	125387651	125387711	AA555029_RC	LOC286052	0.562	0.126	0.436	0.408	0.388	0.020	0.321	
10000624764	8	6345255	6345315	Contig38845_RC	MCPH1	0.451	0.071	0.380	0.066	-0.059	0.125	0.070	
10000624963	8	142510738	142510798	NM_007079	PTP4A3	0.144	-0.032	0.176	0.292	-0.032	0.324	-0.021	
10000624982	8	111048446	111048506	NM_014379	KCNV1	0.058	-0.103	0.161	-0.105	-0.167	0.062	-0.023	
10000625016	8	74624469	74624529	NM_014393	STAU2	0.114	-0.183	0.297	0.108	-0.017	0.125	0.067	
10000625078	8	110721832	110721892	Contig34471_RC	GOLSYN	0.037	0.368	-0.331	0.010	-0.024	0.035	0.034	
10000625148	8	74863107	74863167	Contig25707_RC	UBE2W	0.447	0.125	0.322	0.200	0.177	0.023	0.190	
10000625304	8	38950049	38950109	Contig3015_RC	PLEKHA2	0.130	-0.201	0.330	0.238	0.133	0.105	0.007	
10000625386	8	37835800	37835860	Contig1682_RC	RAB11FIP1	0.295	-0.028	0.322	0.063	-0.060	0.124	-0.038	
10000625456	8	42350945	42351005	NM_014420	DKK4	0.005	-0.038	0.043	0.048	-0.069	0.118	-0.001	
10000625520	8	67703480	67703540	Contig28850_RC	VCPIP1	0.220	0.406	-0.186	0.015	-0.034	0.049	0.028	
10000625552	8	38140045	38140105	NM_014462	LSM1	0.224	0.018	0.206	0.050	-0.002	0.052	0.079	
10000625556	8	143689576	143689636	NM_015193	ARC	0.113	0.157	-0.043	0.024	-0.133	0.157	-0.006	
10000625587	8	24319063	24319123	NM_014479	ADAMDEC1	0.321	0.077	0.244	0.418	0.255	0.163	0.146	
10000625666	8	56601057	56601117	Contig38529_RC	XKR4	0.344	-0.094	0.438	-0.036	-0.104	0.068	-0.022	
10000625668	8	22488686	22488746	NM_005775	SORBS3	0.081	0.008	0.073	0.021	0.027	-0.006	0.055	
10000625781	8	30973016	30973076	Contig26267_RC	PURG	0.241	0.008	0.233	0.141	0.191	-0.050	-0.038	
10000625958	8	75441266	75441326	AL110252	GDAP1	0.435	0.109	0.326	0.077	0.034	0.043	0.028	
10000626423	8	79792345	79792405	NM_016010	FAM164A	0.545	0.248	0.298	0.442	0.483	-0.041	0.285	
10000626433	8	133906524	133906584	NM_016018	PHF20L1	0.308	0.010	0.297	0.057	0.108	-0.051	0.104	
10000626449	8	71718884	71718944	NM_016027	LACTB2	0.157	0.163	-0.006	0.144	0.040	0.104	0.127	
10000626464	8	87561619	87561662	NM_016033	FAM82B	0.462	0.183	0.279	0.177	0.051	0.125	0.112	
10000626480	8	18432781	18432841	NM_015310	PSD3	0.246	-0.149	0.395	0.256	-0.005	0.261	-0.075	
10000626481	8	9031338	9031398	AW673036_RC	PPP1R3B	0.018	0.121	-0.103	0.042	0.033	0.008	0.001	
10000626550	8	30084995	30085055	NM_015344	TRG12	0.403	0.206	0.197	0.228	-0.040	0.268	0.056	
10000626591	8	1893638	1893698	NM_014629	ARHGEF10	0.195	0.207	-0.012	0.222	0.359	-0.137	0.068	
10000626610	8	75103737	75103784	NM_015364	LY96	0.225	0.137	0.087	0.090	-0.101	0.192	0.001	
10000626620	8	66785137	66785197	NM_014637	MTFR1	0.451	0.297	0.154	0.245	0.416	-0.171	0.134	
10000626665	8	43127097	43127157	Contig25597_RC	HGSNAT	0.525	0.134	0.392	0.089	-0.095	0.184	-0.004	
10000626732	8	109568187	109568247	NM_014673	TTC35	0.274	0.014	0.260	0.117	-0.173	0.290	0.053	
10000626736	8	105332516	105333014	NM_014677	RIMS2	0.542	0.395	0.147	-0.017	-0.017	0.001	-0.019	
10000626766	8	53186392	53186452	NM_014682	ST18	0.235	0.083	0.152	-0.037	0.021	-0.057	-0.022	
10000626770	8	74621268	74621328	AK001012	STAU2	0.338	-0.093	0.430	-0.037	0.063	-0.100	0.083	
10000626778	8	32741415	32741475	NM_013956	NRG1	-0.008	0.043	-0.051	0.624	0.568	0.055	0.241	
10000626782	8	32719934	32719994	NM_013958	NRG1	0.030	-0.060	0.090	0.622	0.526	0.096	0.076	
10000626797	8	32740977	32741037	NM_013960	NRG1	0.047	-0.026	0.072	0.119	0.074	0.045	0.001	
10000626798	8	32719739	32719799	NM_013961	NRG1	0.033	-0.063	0.096	0.540	0.452	0.089	0.151	
10000626802	8	32719934	32719994	NM_013962	NRG1	-0.151	0.126	-0.278	0.631	0.493	0.138	0.159	
10000626878	8	38411492	38411552	AK001052	FGFR1	0.437	0.059	0.378	-0.024	0.130	-0.155	-0.001	
10000626916	8	141808959	141809019	Contig12140_RC	PTK2	0.239	-0.028	0.268	0.321	-0.066	0.386	0.183	
10000627028	8	95007304	95007364	Contig52672_RC	PPM2C	0.151	-0.076	0.227	0.256	0.144	0.112	0.020	
10000627162	8	67271832	67271892	Contig36977_RC	CR597433	-0.022	0.047	-0.069	0.173	0.055	0.119	-0.020	
10000627168	8	30040600	30040660	NM_016127	TMEM66	0.482	0.241	0.242	0.116	-0.128	0.244	0.047	
10000627185	8	98224803	98224863	NM_016134	PGCP	0.185	0.109	0.076	0.167	0.252	-0.086	0.077	
10000627250	8	121243909	121243969	Contig31646_RC	COL14A1	0.165	-0.100	0.266	-0.057	0.170	-0.227	-0.040	
10000627324	8	11222981	11223041	NM_015458	MTMR9	0.438	0.172	0.265	0.030	0.194	-0.164	0.035	
10000627325	8	59880953	59881013	NM_014729	TOX	0.173	-0.162	0.335	0.111	-0.005	0.116	0.037	
10000627393	8	125632401	125632461	NM_014751	MTSS1	0.093	-0.076	0.169	0.227	-0.020	0.248	0.011	
10000627397	8	97415885	97415945	NM_014754	PTDSS1	0.228	-0.179	0.407	0.330	-0.083	0.414	-0.098	
10000627405	8	22133622	22133682	NM_014759	PHYHIP	0.299	0.102	0.197	-0.083	-0.056	-0.027	-0.042	
10000627458	8	53697803	53697863	NM_014781	RB1CC1	0.251	0.164	0.088	0.066	0.037	0.029	-0.002	
10000627462	8	15666091	15666151	NM_006765	TUSC3	0.266	0.027	0.239	0.174	0.100	0.074	0.103	
10000627692	8	60196275	60196335	Contig44492_RC	CR617952	0.141	-0.018	0.158	0.253	-0.181	0.433	0.012	
10000627778	8	145619844	145619904	NM_016208	VPS28	0.264	0.220	0.044	0.237	0.178	0.059	0.185	
10000627782	8	75929724	75929784	Contig44010_RC	PI15	0.102	-0.049	0.151	0.410	0.446	-0.036	0.037	
10000627863	8	27586396	27586456	NM_016240	SCARA3	0.272	0.112	0.160	-0.015	-0.022	0.008	-0.015	
10000628035	8	126105690	126105750	NM_014846	KIAA0196	0.096	-0.037	0.133	0.082	0.012	0.070	-0.052	
10000628086	8	1942304	1942364	NM_014867	KBTBD11	0.316	0.489	-0.173	0.488	0.156	0.332	0.070	
10000628097	8	12647007	12647067	Contig32147	LONRF1	0.234	0.128	0.106	0.444	0.387	0.057	0.141	
10000628374	8	145243220	145243274	AL137446	KIAA1875	0.427	0.129	0.298	0.454	0.245	0.209	0.030	
10000628544	8	17124557	17124612	NM_016353	ZDHHC2	0.698	0.456	0.241	0.497	0.198	0.299	0.462	
10000628713	8	124055831	124055891	NM_014943	ZHX2	0.166	0.271	-0.105	0.322	0.169	0.153	0.226	
10000628800	8	42308017	42308077	AF080158	IKK-beta	0.097	-0.011	0.108	0.196	0.048	0.148	-0.049	
10000628814	8	6605955	6606015	Contig25717_RC	AGPAT5	0.171	-0.060	0.230	0.341	-0.055	0.395	0.032	
10000628904	8	140682276	140682336	Contig42603_RC	KCNK9	0.063	0.035	0.028	0.044	-0.002	0.046	0.002	
10000628947	8	119434158	119434218	Contig33613_RC	SAMD12	0.181	0.067	0.114	0.245	-0.060	0.305	-0.095	
10000628983	8	1805991	1806051	AL137508	KIAA0294	0.241	0.211	0.030	0.332	0.486	-0.154	0.035	
10000629104	8	74137974	74138034	Contig36520_RC	LOC286191	0.306	0.147	0.159	0.107	-0.190	0.297	0.024	
10000629441	8	66789432	66789492	Contig21678_RC	MTFR1	0.119	0.025	0.094	0.154	0.205	-0.051	0.052	
10000629534	8	64287798	64287858	AK002173	YTHDF3	0.188	0.423	-0.235	0.027	0.228	-0.201	0.058	
10000629565	8	141605954	141606014	Contig36123_RC	LOC286109	0.174	0.001	0.172	-0.017	-0.033	0.016	-0.094	
10000629766	8	69613658	69613717	Contig6013_RC	vest-1	0.491	0.258	0.233	0.003	-0.027	0.029	0.063	
10000629835	8	95570012	95570072	AB037850	KIAA1429	0.269	0.124	0.146	0.049	0.037	0.013	0.023	
10000630014	8	38394009	38394069	NM_015850	FGFR1	0.097	0.209	-0.112	0.093	0.363	-0.270	0.096	
10000630085	8	103909920	103909980	NM_015878	AZIN1	0.200	-0.027	0.227	-0.033	0.020	-0.053	-0.062	
10000630105	8	75924055	75924115	NM_015886	PI15	-0.047	0.079	-0.126	-0.011	0.078	-0.089	0.051	
10000630423	8	124523316	124523376	NM_018024	WDYHV1	0.392	0.234	0.157	0.301	0.224	0.076	0.209	
10000630508	8	140694006	140694066	NM_016601	KCNK9	0.147	-0.121	0.268	0.146	-0.046	0.192	0.001	
10000630524	8	22269076	22269136	NM_018068	PIWIL2	0.438	0.054	0.384	-0.009	0.035	-0.044	-0.050	
10000630574	8	130923351	130923411	NM_016623	FAM49B	0.165	0.097	0.068	-0.114	0.106	-0.220	0.069	
10000630594	8	10263993	10264053	Contig34732_RC	MSRA	0.359	-0.079	0.438	0.228	0.009	0.219	-0.022	
10000630600	8	103335413	103335473	NM_015902	UBR5	0.312	0.106	0.206	0.133	-0.100	0.233	0.014	
10000630605	8	28104516	28104576	NM_018091	ELP3	0.369	0.151	0.218	0.222	-0.066	0.288	0.019	
10000630636	8	139224313	139224373	NM_015912	FAM135B	-0.014	0.128	-0.142	0.083	0.010	0.073	-0.044	
10000630648	8	143815284	143815344	NM_016647	C8orf55	0.392	-0.035	0.427	0.161	-0.029	0.190	0.032	
10000630707	8	54790707	54790767	NM_015941	ATP6V1H	0.161	0.164	-0.003	0.041	-0.162	0.203	0.052	
10000630708	8	97320893	97320953	NM_015942	MTERFD1	0.290	0.046	0.244	0.007	0.005	0.002	0.001	
10000630891	8	144719814	144719874	Contig45634_RC	CR606189	0.275	-0.085	0.360	0.177	-0.173	0.350	0.053	
10000630915	8	61479900	61479960	Contig26189_RC	AK124262	0.457	0.204	0.252	-0.060	0.162	-0.222	-0.057	
10000631044	8	42810974	42811034	NM_018105	THAP1	0.307	0.008	0.299	0.049	0.031	0.018	-0.015	
10000631074	8	25755184	25755244	Contig25938_RC	PPP2R2A	0.188	-0.129	0.317	-0.114	0.132	-0.246	-0.061	
10000631076	8	66678362	66678422	NM_018120	ARMC1	0.107	0.132	-0.025	0.113	0.152	-0.039	0.061	
10000631130	8	28476861	28476921	NM_017412	FZD3	0.151	-0.044	0.195	0.111	-0.377	0.488	0.071	
10000631133	8	19753708	19753768	NM_018142	INTS10	0.235	0.089	0.146	0.267	-0.095	0.362	0.181	
10000631214	8	96326387	96326447	Contig40997_RC	C8orf37	0.475	0.324	0.151	0.100	0.253	-0.152	0.082	
10000631452	8	8598720	8598780	Contig64775_RC	CLDN23	0.338	0.172	0.166	0.318	0.082	0.236	-0.020	
10000631679	8	27646762	27646822	NM_018246	CCDC25	0.451	0.059	0.393	0.331	0.044	0.287	-0.054	
10000631693	8	28681102	28681162	NM_018250	RC74	0.249	0.123	0.126	0.274	-0.031	0.305	-0.062	
10000631771	8	48809696	48809756	Contig42671_RC	KIAA0146	0.389	0.031	0.358	0.185	0.196	-0.011	-0.051	
10000631979	8	68206792	68206852	Contig46525_RC	CSPP1	0.322	0.117	0.205	0.197	-0.112	0.310	-0.097	
10000632176	8	145207464	145207525	NM_019037	EXOSC4	0.130	-0.053	0.183	0.151	0.123	0.028	-0.055	
10000632193	8	37820613	37820673	NM_018310	GPR124	0.198	0.002	0.196	0.057	0.057	0.000	-0.096	
10000632254	8	22008337	22008397	NM_018331	RAI16	0.031	0.132	-0.101	0.158	-0.063	0.221	-0.028	
10000632262	8	28259115	28259175	NM_017606	ZNF395	0.290	0.101	0.189	0.305	-0.042	0.346	0.099	
10000632364	8	6604230	6604290	NM_018361	AGPAT5	0.125	0.137	-0.012	0.213	-0.063	0.276	-0.031	
10000632384	8	87655279	87655339	NM_019098	CNGB3	0.224	-0.149	0.373	0.003	-0.034	0.038	0.019	
10000632395	8	19306482	19306542	NM_018371	CSGALNACT1	0.472	0.103	0.369	0.645	0.467	0.178	0.097	
10000632420	8	65453872	65453932	Contig38476_RC	BX537900	0.128	-0.018	0.145	0.065	-0.116	0.181	0.047	
10000632563	8	95787555	95787615	NM_017697	RBM35A	-0.114	0.185	-0.299	0.010	0.007	0.003	-0.056	
10000632779	8	105335738	105335798	Contig37501_RC	RIMS2	0.559	0.495	0.065	0.040	0.022	0.018	0.015	
10000632913	8	18429301	18429361	NM_018422	PSD3	0.252	-0.226	0.478	0.135	0.027	0.108	-0.048	
10000632968	8	82048975	82049035	NM_018440	PAG1	0.431	0.100	0.331	0.067	0.159	-0.092	-0.025	
10000632978	8	95005648	95005707	NM_018444	PPM2C	0.383	0.185	0.198	0.157	-0.003	0.160	-0.032	
10000633148	8	27723797	27723857	NM_018492	PBK	0.009	-0.176	0.186	0.052	0.040	0.012	0.071	
10000633154	8	145608646	145608705	NM_017767	SLC39A4	0.176	0.257	-0.081	0.079	-0.082	0.161	0.071	
10000633185	8	38293091	38293151	NM_017778	WHSC1L1	0.449	-0.056	0.505	0.085	0.004	0.082	0.072	
10000633202	8	61941828	61941888	NM_017780	CHD7	0.149	-0.088	0.237	0.216	-0.066	0.281	0.003	
10000633207	8	110655896	110655956	NM_017786	GOLSYN	0.138	0.118	0.020	0.008	-0.060	0.069	-0.059	
10000633310	8	144878092	144878152	Contig1289_RC	FAM83H	0.436	0.246	0.190	0.321	0.035	0.286	0.102	
10000633401	8	102248446	102248506	AL050061	LOC157562	0.361	0.222	0.139	0.539	0.170	0.369	0.182	
10000633612	8	58039064	58039124	NM_017813	IMPAD1	0.316	-0.009	0.325	0.166	-0.182	0.348	0.070	
10000633667	8	141601548	141601608	Contig50410	DQ574852	0.244	0.336	-0.092	0.144	-0.107	0.251	-0.017	
10000633672	8	145062192	145062252	NM_000445	PLEC1	0.262	-0.062	0.324	0.076	-0.162	0.239	-0.042	
10000633726	8	23485562	23485622	NM_018579	SLC25A37	0.249	0.170	0.079	0.203	0.181	0.022	0.185	
10000633778	8	95953365	95953406	NM_017864	INTS8	0.553	0.069	0.484	0.015	0.242	-0.227	0.011	
10000633782	8	75057472	75057532	NM_017866	TMEM70	0.061	0.385	-0.324	0.080	0.085	-0.005	0.105	
10000633842	8	100958893	100958953	NM_017890	VPS13B	0.252	0.091	0.161	0.189	0.189	0.000	0.142	
10000634048	8	127634006	127634066	Contig52579_RC	FAM84B	0.240	0.212	0.028	0.222	0.215	0.006	0.104	
10000634114	8	23447721	23447781	NM_018603	SLC25A37	0.255	-0.201	0.456	0.094	-0.043	0.137	-0.005	
10000634119	8	94822070	94822130	NM_018608	RBM12B	0.390	-0.162	0.552	0.055	0.045	0.010	0.023	
10000634167	8	95509173	95509233	Contig32899_RC	RAD54B	0.319	0.026	0.293	0.486	0.285	0.201	0.019	
10000634259	8	125554297	125554357	Contig53177_RC	CR933665	0.470	0.318	0.153	0.087	0.159	-0.072	0.089	
10000634270	8	28261979	28262039	NM_018660	ZNF395	0.604	-0.024	0.627	0.088	-0.058	0.146	-0.024	
10000634342	8	125534048	125534108	NM_017956	TRMT12	0.189	0.079	0.110	0.463	0.622	-0.158	0.215	
10000634351	8	22533900	22533960	NM_018688	KIAA1967	0.398	0.203	0.196	0.001	-0.081	0.082	0.044	
10000634393	8	6460654	6460714	Contig38604_RC	MCPH1	0.003	0.108	-0.105	-0.040	0.170	-0.210	-0.025	
10000634438	8	74623916	74623976	Contig27930_RC	STAU2	0.176	-0.093	0.268	-0.087	0.066	-0.153	0.007	
10000634667	8	23204827	23204887	AL050297	R3HCC1	0.148	0.029	0.118	0.010	-0.051	0.061	0.051	
10000634770	8	30656504	30656564	NM_000637	GSR	0.716	0.360	0.355	0.625	0.500	0.125	0.630	
10000634775	8	49139388	49139448	Contig47441_RC	UBE2V2	0.183	-0.049	0.232	-0.001	-0.271	0.270	0.090	
10000635083	8	107353870	107353930	Contig42306_RC	OXR1	0.240	0.103	0.137	0.162	0.270	-0.108	0.149	
10000635142	8	124579463	124579523	Contig56270_RC	AK023391	0.233	0.144	0.089	0.065	0.108	-0.043	0.049	
10000635296	8	133878952	133879012	Contig10973_RC	PHF20L1	0.109	0.135	-0.026	0.108	0.186	-0.078	0.025	
10000635316	8	82046299	82046359	Contig34789	PAG1	0.136	-0.044	0.181	0.118	0.178	-0.060	-0.010	
10000635328	8	76641512	76641572	Contig27818_RC	HNF4G	0.049	0.064	-0.015	-0.028	-0.169	0.141	0.020	
10000635432	8	38239990	38240050	Contig52114_RC	PPAPDC1B	0.252	-0.110	0.362	0.410	-0.217	0.628	0.072	
10000635445	8	17471772	17471832	Contig58301_RC	SLC7A2	0.095	0.166	-0.071	0.026	-0.106	0.133	-0.001	
10000635485	8	67755598	67755658	NM_019607	SGK3	0.142	-0.026	0.168	0.040	-0.010	0.050	-0.033	
10000635489	8	129073203	129073263	Contig26724_RC	PVT1	0.153	-0.170	0.324	0.136	0.041	0.095	0.044	
10000635597	8	1719217	1719277	NM_018941	CLN8	0.363	0.097	0.266	0.210	0.062	0.148	-0.078	
10000635644	8	51869141	51869201	NM_018967	SNTG1	0.223	0.027	0.196	0.030	-0.028	0.058	0.025	
10000635664	8	75436717	75436768	NM_018972	GDAP1	0.076	-0.049	0.125	0.178	-0.186	0.363	-0.002	
10000824071	8	143819363	143819423	NM_020427	SLURP1	0.340	-0.029	0.369	0.125	0.048	0.077	-0.015	
10000874447	8	124581658	124581718	AK023391	AK023391	0.329	0.049	0.281	0.116	-0.161	0.278	0.027	
10002656385	8	125401506	125401553	ENST00000297632	TMEM65	0.231	-0.091	0.322	0.020	0.140	-0.120	0.067	
10002656398	8	101322147	101322326	NM_003114	SPAG1	0.400	0.319	0.080	0.491	0.336	0.154	0.209	
10002657021	8	10660295	10660355	NM_017884	PINX1	0.748	-0.071	0.819	0.205	-0.079	0.284	-0.127	
10002657301	8	25757527	25757587	NM_022659	PPP2R2A	0.322	-0.199	0.521	-0.126	-0.000	-0.126	-0.025	
10002657552	8	6488099	6488159	NM_024596	MCPH1	0.327	0.169	0.158	0.252	0.055	0.197	0.104	
10002657598	8	99273711	99273771	NM_024759	NPAL2	0.038	-0.279	0.316	0.235	0.061	0.174	-0.047	
10002657701	8	124727366	124727426	ENST00000287399	KLHL38	-0.061	0.163	-0.224	0.020	-0.185	0.205	-0.027	
10002657753	8	55597914	55597974	ENST00000297317	SEC11L2	0.207	0.014	0.193	0.019	-0.011	0.031	-0.050	
10002658081	8	133642436	133642496	AF200341	HPYR1	0.072	0.086	-0.014	-0.066	-0.013	-0.053	-0.088	
10002658211	8	124096626	124096686	NM_024295	DERL1	0.310	-0.037	0.347	0.298	0.166	0.132	-0.019	
10002658304	8	27149888	27149948	NM_030795	STMN4	0.219	-0.172	0.391	0.019	-0.043	0.062	0.115	
10002658353	8	71293108	71293168	AK025045	NCOA2	0.307	0.028	0.280	0.070	-0.056	0.126	0.007	
10002658372	8	56900476	56900536	NM_024831	TGS1	0.239	0.134	0.105	0.347	0.279	0.068	0.157	
10002658411	8	145139517	145139571	AL157442	GRINA	0.249	-0.279	0.528	0.190	0.068	0.122	-0.058	
10002658450	8	41518717	41518777	NM_032336	GINS4	0.083	0.106	-0.022	0.089	0.103	-0.014	0.044	
10002658656	8	67709249	67709308	NM_025054	VCPIP1	0.208	0.095	0.113	-0.004	0.149	-0.153	0.098	
10002659052	8	133929013	133929073	NM_032205	PHF20L1	0.577	0.404	0.172	0.358	0.321	0.037	0.290	
10002659328	8	145555678	145555738	NM_024531	GPR172A	0.454	0.085	0.369	0.080	-0.034	0.114	-0.055	
10002659401	8	10257301	10257361	AK054759	MSRA	0.226	-0.014	0.240	0.035	-0.146	0.182	0.150	
10002659511	8	134151084	134151144	AK023852	TG	0.145	-0.055	0.200					
10002659923	8	13116541	13116601	NM_024767	DLC1	0.269	0.151	0.118	0.041	0.127	-0.086	-0.017	
10002660290	8	24827828	24827888	ENST00000276418	NEFM	0.320	-0.060	0.381	0.119	-0.201	0.320	-0.070	
10002661022	8	124584568	124584628	NM_058229	FBXO32	0.350	0.176	0.175	0.150	0.075	0.075	0.083	
10002661076	8	144716312	144716372	NM_024736	GSDMDC1	0.167	0.097	0.070	0.275	0.087	0.188	0.154	
10002661133	8	104311600	104311660	NM_024812	BAALC	0.349	0.000	0.349	0.488	0.294	0.195	0.030	
10002661274	8	81114544	81114604	AK022789	TPD52	0.187	0.244	-0.057	0.196	0.075	0.122	0.047	
10002661409	8	59177951	59178011	AK021590	FAM110B	0.396	0.271	0.125	-0.050	0.106	-0.156	0.126	
10002661511	8	9032923	9032983	NM_024607	PPP1R3B	0.660	0.306	0.355	0.437	0.031	0.406	0.506	
10002661517	8	55535226	55535286	NM_022454	SOX17	0.265	-0.070	0.335	-0.036	0.034	-0.070	-0.016	
10002662018	8	134124500	134124560	AK024366	TG	0.189	0.153	0.036	0.116	0.015	0.101	0.043	
10002662122	8	33568587	33568647	NM_024025	DUSP26	0.141	0.195	-0.054	-0.056	0.015	-0.071	-0.044	
10002662259	8	64484398	64484458	ENST00000276514	AK093370	0.192	0.134	0.058	0.769	0.026	0.744	0.563	
10002662291	8	119158505	119158565	AK025143	EXT1	0.410	0.162	0.248	0.107	0.255	-0.149	0.109	
10002662508	8	14780178	14780238	AK054741	SGCZ	0.156	-0.061	0.218	-0.246	-0.018	-0.229	0.018	
10002662605	8	105437955	105438015	NM_030788	TM7SF4	0.102	-0.032	0.134	0.161	-0.087	0.247	0.043	
10002662721	8	89113403	89113463	NM_032297	DKFZp761D112	-0.027	0.026	-0.053	0.034	-0.033	0.067	0.071	
10002662732	8	40507269	40507329	NM_024645	ZMAT4	0.768	-0.175	0.943	0.623	0.232	0.391	0.324	
10002663030	8	104480103	104480163	NM_030780	SLC25A32	0.436	0.381	0.055	0.328	0.242	0.087	0.206	
10002663243	8	11657629	11657689	AK055534	C8orf49	0.100	-0.036	0.136	-0.011	0.120	-0.131	0.009	
10002663280	8	118621588	118621648	NM_080651	THRAP6	0.132	-0.103	0.236	0.214	0.061	0.153	0.021	
10002663311	8	145525325	145525385	NM_032274	SCRT1	0.107	-0.063	0.170	0.019	0.014	0.005	0.019	
10002663359	8	22553946	22554006	NM_025026	BIN3	0.317	0.141	0.176	0.067	0.063	0.004	0.015	
10002663362	8	25326428	25326488	NM_024940	PPP2R2A	0.194	0.232	-0.038	0.396	0.159	0.237	0.211	
10002663536	8	124301431	124301491	NM_032847	C8orf76	0.282	-0.119	0.401	0.020	0.079	-0.059	0.010	
10002663678	8	144462941	144463001	NM_052963	TOP1MT	0.429	0.152	0.277	0.104	0.085	0.019	0.112	
10002664877	8	102750936	102750995	NM_024915	GRHL2	0.019	-0.277	0.296	0.069	-0.047	0.116	-0.001	
10002664889	8	121617227	121617287	AK025100	SNTB1	0.290	-0.021	0.311	-0.058	0.154	-0.212	0.029	
10002665025	8	11476099	11476159	NM_054029	C8orf14	0.235	-0.036	0.272	-0.087	-0.070	-0.017	-0.093	
10002665105	8	144535904	144535964	NM_052924	RHPN1	0.537	-0.114	0.652	0.097	-0.086	0.183	-0.067	
10002665319	8	110420769	110421927	AF086207	ENY2	0.171	0.076	0.095	0.223	-0.023	0.245	-0.052	
10002665348	8	92479351	92479411	NM_052832	SLC26A7	0.269	0.051	0.219	0.087	0.068	0.019	0.003	
10002665442	8	92075408	92075468	AF086030	TMEM55A	0.364	0.212	0.152	-0.090	0.133	-0.224	0.046	
10002665663	8	119151399	119151459	AK027368	EXT1	0.200	0.107	0.094	0.317	0.064	0.254	-0.085	
10002665760	8	43097297	43097357	NM_032237	SGK196	0.255	-0.155	0.410	0.178	-0.061	0.239	0.017	
10002665798	8	82776657	82776717	NM_024699	ZFAND1	0.658	0.326	0.332	0.291	0.151	0.140	0.229	
10002665891	8	35771624	35771684	NM_080872	UNC5D	0.052	0.051	0.001	-0.007	0.090	-0.098	0.032	
10002665963	8	49798643	49798703	NM_024593	EFCAB1	0.072	0.145	-0.074	0.119	-0.026	0.145	0.187	
10002666067	8	37839488	37839548	NM_025151	RAB11FIP1	0.142	0.105	0.037	-0.097	0.004	-0.100	-0.058	
10002666314	8	38241543	38241603	NM_032483	PPAPDC1B	0.262	0.060	0.202	0.529	-0.254	0.783	0.091	
10002666400	8	49992945	49993005	NM_003068	SNAI2	0.175	-0.060	0.235	0.130	-0.122	0.252	0.016	
10002666478	8	22020522	22020582	NM_024815	NUDT18	0.277	0.168	0.109	0.288	0.021	0.267	0.167	
10002666482	8	133080866	133080926	AK023601	KIAA0143	0.204	0.041	0.164	0.199	0.089	0.110	-0.114	
10002666523	8	87295474	87295534	NM_138817	SLC7A13	0.100	0.242	-0.141	0.024	0.009	0.015	0.004	
10002666656	8	77939300	77939360	NM_024721	ZFHX4	0.293	-0.074	0.367	0.185	-0.156	0.341	-0.036	
10002666716	8	57375406	57375466	NM_138969	RDHE2	0.165	-0.074	0.240	0.066	0.180	-0.115	-0.028	
10002666721	8	71649356	71649416	NM_014294	TRAM1	0.257	0.135	0.122	0.192	0.031	0.162	-0.051	
10002666841	8	10618783	10618843	NM_031439	SOX7	0.315	0.082	0.234	0.221	0.022	0.200	-0.029	
10002667180	8	33524831	33524891	NM_024787	RNF122	0.240	-0.113	0.354					
10002667434	8	42994024	42994084	NM_032410	HOOK3	0.192	0.010	0.181	-0.024	0.104	-0.129	0.007	
10002667654	8	34300232	34300292	ENST00000276448	LOC137107	0.388	-0.017	0.405	0.177	-0.123	0.299	0.089	
10002667655	8	134576661	134576721	AK026820	ST3GAL1	0.165	0.242	-0.077	-0.032	0.063	-0.095	-0.034	
10002668065	8	50150578	50150638	AJ276240	C8orf22	0.247	0.188	0.059	-0.045	-0.028	-0.017	0.001	
